UN-Nummer;Benennung und Beschreibung;Klasse;Klassifizierungscode;Verpackungsgruppe;Gefahrzettel;Sondervorschriften;Begrenzte und freigestellte Mengen A;Begrenzte und freigestellte Mengen B;Verpackung_Anweisungen;Verpackung_Sondervorschriften;Verpackung_Zusammenpackung;Tank_Anweisungen;Tank_Sondervorschriften;ADR-Tanks_Tankcodierung;ADR-Tanks_Sondervorschriften;Fahrzeug_Befoerderung_Tanks;Befoerderungskategorie;Sondervorschriften_Versandstuecke;Sondervorschriften_SchuettGut;Sondervorschriften_Handhabung;Sondervorschriften_Betrieb;Nummer_Gefahr
3111;ORGANISCHES PEROXID TYP B, FLÜSSIG, TEMPERATURKONTROLLIERT;5.2;P2;-;5.2+1;122 181 274;0;E0;P520;-;MP4;-;-;-;-;-;1 (B);V8;-;CV15 CV20 CV21 CV22 CV24;S4 S9 S16;-
3112;ORGANISCHES PEROXID TYP B, FEST, TEMPERATURKONTROLLIERT;5.2;P2;-;5.2+1;122 181 274;0;E0;P520;-;MP4;-;-;-;-;-;1 (B);V8;-;CV15 CV20 CV21 CV22 CV24;S4 S9 S16;-
3113;ORGANISCHES PEROXID TYP C, FLÜSSIG, TEMPERATURKONTROLLIERT;5.2;P2;-;5.2;122 274;0;E0;P520;-;MP4;-;-;-;-;-;1 (D);V8;-;CV15 CV20 CV21 CV22 CV24;S4 S8 S17;-
3114;ORGANISCHES PEROXID TYP C, FEST, TEMPERATURKONTROLLIERT;5.2;P2;-;5.2;122 274;0;E0;P520;-;MP4;-;-;-;-;-;1 (D);V8;-;CV15 CV20 CV21 CV22 CV24;S4 S8 S17;-
3115;ORGANISCHES PEROXID TYP D, FLÜSSIG, TEMPERATURKONTROLLIERT;5.2;P2;-;5.2;122 274;0;E0;P520;-;MP4;-;-;-;-;-;1 (D);V8;-;CV15 CV21 CV22 CV24;S4 S18;-
3116;ORGANISCHES PEROXID TYP D, FEST, TEMPERATURKONTROLLIERT;5.2;P2;-;5.2;122 274;0;E0;P520;-;MP4;-;-;-;-;-;1 (D);V8;-;CV15 CV21 CV22 CV24;S4 S18;-
3117;ORGANISCHES PEROXID TYP E, FLÜSSIG, TEMPERATURKONTROLLIERT;5.2;P2;-;5.2;122 274;0;E0;P520;-;MP4;-;-;-;-;-;1 (D);V8;-;CV15 CV21 CV22 CV24;S4 S19;-
3118;ORGANISCHES PEROXID TYP E, FEST, TEMPERATURKONTROLLIERT;5.2;P2;-;5.2;122 274;0;E0;P520;-;MP4;-;-;-;-;-;1 (D);V8;-;CV15 CV21 CV22 CV24;S4 S19;-
3119;ORGANISCHES PEROXID TYP F, FLÜSSIG, TEMPERATURKONTROLLIERT;5.2;P2;-;5.2;122 274;0;E0;P520 IBC520;-;MP4;T23;-;L4BN(+);TU3 TU13 TU30 TE12 TA2 TM4;AT;1 (D);V8;-;CV15 CV21 CV22 CV24;S4;539
3120;ORGANISCHES PEROXID TYP F, FEST, TEMPERATURKONTROLLIERT;5.2;P2;-;5.2;122 274;0;E0;P520 IBC520;-;MP4;T23;TP33;S4AN(+);TU3 TU13 TU30 TE12 TA2 TM4;AT;1 (D);V8;-;CV15 CV21 CV22 CV24;S4;539
3121;ENTZÜNDEND (OXIDIEREND) WIRKENDER FESTER STOFF, MIT WASSER REAGIEREND,;5.1;OW;BEFÖRDERUNG VERBOTEN;BEFÖRDERUNG VERBOTEN;BEFÖRDERUNG VERBOTEN;BEFÖRDERUNG VERBOTEN;BEFÖRDERUNG VERBOTEN;BEFÖRDERUNG VERBOTEN;BEFÖRDERUNG VERBOTEN;BEFÖRDERUNG VERBOTEN;BEFÖRDERUNG VERBOTEN;BEFÖRDERUNG VERBOTEN;BEFÖRDERUNG VERBOTEN;BEFÖRDERUNG VERBOTEN;BEFÖRDERUNG VERBOTEN;BEFÖRDERUNG VERBOTEN;BEFÖRDERUNG VERBOTEN;BEFÖRDERUNG VERBOTEN;BEFÖRDERUNG VERBOTEN;BEFÖRDERUNG VERBOTEN;BEFÖRDERUNG VERBOTEN
3122;GIFTIGER FLÜSSIGER STOFF, ENTZÜNDEND (OXIDIEREND) WIRKEND, N.A.G.;6.1;TO1;I;6.1+ 5.1;274 315;0;E0;P001;-;MP8 MP17;-;-;L10CH;TU14 TU15 TE19 TE21;AT;1 (C/E);-;-;CV1 CV13 CV28;S9 S14;665
3122;GIFTIGER FLÜSSIGER STOFF, ENTZÜNDEND (OXIDIEREND) WIRKEND, N.A.G.;6.1;TO1;II;6.1+ 5.1;274;100 ml;E4;P001 IBC02;-;MP15;-;-;L4BH;TU15 TE19;AT;2 (D/E);-;-;CV13 CV28;S9 S19;65
3123;GIFTIGER FLÜSSIGER STOFF, MIT WASSER REAGIEREND, N.A.G.;6.1;TW1;I;6.1+ 4.3;274 315;0;E0;P099;-;MP8 MP17;-;-;L10CH;TU14 TU15 TE19 TE21;AT;1 (C/E);-;-;CV1 CV13 CV28;S9 S14;623
3123;GIFTIGER FLÜSSIGER STOFF, MIT WASSER REAGIEREND, N.A.G.;6.1;TW1;II;6.1+ 4.3;274;100 ml;E4;P001 IBC02;-;MP15;-;-;L4BH;TU15 TE19;AT;2 (D/E);-;-;CV13 CV28;S9 S19;623
3124;GIFTIGER FESTER STOFF, SELBSTERHITZUNGSFÄHIG, N.A.G.;6.1;TS;I;6.1+ 4.2;274;0;E5;P002;-;MP18;T6;TP33;S10AH L10CH;TU14 TU15 TE19 TE21;AT;1 (C/E);-;-;CV1 CV13 CV28;S9 S14;664
3124;GIFTIGER FESTER STOFF, SELBSTERHITZUNGSFÄHIG, N.A.G.;6.1;TS;II;6.1+ 4.2;274;0;E4;P002 IBC06;-;MP10;T3;TP33;SGAH L4BH;TU15 TE19;AT;2 (D/E);V11;-;CV13 CV28;S9 S19;64
3125;GIFTIGER FESTER STOFF, MIT WASSER REAGIEREND, N.A.G.;6.1;TW2;I;6.1+ 4.3;274;0;E5;P099;-;MP18;T6;TP33;S10AH L10CH;TU14 TU15 TE19 TE21;AT;1 (C/E);-;-;CV1 CV13 CV28;S9 S14;642
3125;GIFTIGER FESTER STOFF, MIT WASSER REAGIEREND, N.A.G.;6.1;TW2;II;6.1+ 4.3;274;500 g;E4;P002 IBC06;-;MP10;T3;TP33;SGAH L4BH;TU15 TE19;AT;2 (D/E);V11;-;CV13 CV28;S9 S19;642
3126;SELBSTERHITZUNGSFÄHIGER ORGANISCHER FESTER STOFF, ÄTZEND, N.A.G.;4.2;SC2;II;4.2+8;274;0;E2;P410 IBC05;-;MP14;T3;TP33;SGAN;-;AT;2 (D/E);V1;-;-;-;48
3126;SELBSTERHITZUNGSFÄHIGER ORGANISCHER FESTER STOFF, ÄTZEND, N.A.G.;4.2;SC2;III;4.2+8;274;0;E1;P002 IBC08 R001;B3;MP14;T1;TP33;SGAN;-;AT;3 (E);V1;-;-;-;48
3127;SELBSTERHITZUNGSFÄHIGER FESTER STOFF, ENTZÜNDEND (OXIDIEREND) WIRKEND,;4.2;SO;BEFÖRDERUNG VERBOTEN;BEFÖRDERUNG VERBOTEN;BEFÖRDERUNG VERBOTEN;BEFÖRDERUNG VERBOTEN;BEFÖRDERUNG VERBOTEN;BEFÖRDERUNG VERBOTEN;BEFÖRDERUNG VERBOTEN;BEFÖRDERUNG VERBOTEN;BEFÖRDERUNG VERBOTEN;BEFÖRDERUNG VERBOTEN;BEFÖRDERUNG VERBOTEN;BEFÖRDERUNG VERBOTEN;BEFÖRDERUNG VERBOTEN;BEFÖRDERUNG VERBOTEN;BEFÖRDERUNG VERBOTEN;BEFÖRDERUNG VERBOTEN;BEFÖRDERUNG VERBOTEN;BEFÖRDERUNG VERBOTEN;BEFÖRDERUNG VERBOTEN
3128;SELBSTERHITZUNGSFÄHIGER ORGANISCHER FESTER STOFF, GIFTIG, N.A.G.;4.2;ST2;II;4.2+ 6.1;274;0;E2;P410 IBC05;-;MP14;T3;TP33;SGAN;-;AT;2 (D/E);V1;-;CV28;-;46
3128;SELBSTERHITZUNGSFÄHIGER ORGANISCHER FESTER STOFF, GIFTIG, N.A.G.;4.2;ST2;III;4.2+ 6.1;274;0;E1;P002 IBC08 R001;B3;MP14;T1;TP33;SGAN;-;AT;3 (E);V1;-;CV28;-;46
3129;MIT WASSER REAGIERENDER FLÜSSIGER STOFF, ÄTZEND, N.A.G.;4.3;WC1;I;4.3+8;274;0;E0;P402;RR7 RR8;MP2;T14;TP2 TP7;L10DH;TU14 TE21 TM2;AT;0 (B/E);V1;-;CV23;S20;X382
3129;MIT WASSER REAGIERENDER FLÜSSIGER STOFF, ÄTZEND, N.A.G.;4.3;WC1;II;4.3+8;274;500 ml;E0;P402 IBC01;RR7 RR8;MP15;T11;TP2 TP7;L4DH;TU14 TE21 TM2;AT;0 (D/E);V1;-;CV23;-;382
3129;MIT WASSER REAGIERENDER FLÜSSIGER STOFF, ÄTZEND, N.A.G.;4.3;WC1;III;4.3+8;274;1 L;E1;P001 IBC02 R001;-;MP15;T7;TP2 TP7;L4DH;TU14 TE21 TM2;AT;0 (E);V1;-;CV23;-;382
3130;MIT WASSER REAGIERENDER FLÜSSIGER STOFF, GIFTIG, N.A.G.;4.3;WT1;I;4.3+ 6.1;274;0;E0;P402;RR4 RR8;MP2;-;-;L10DH;TU14 TE21 TM2;AT;0 (B/E);V1;-;CV23 CV28;S20;X362
3130;MIT WASSER REAGIERENDER FLÜSSIGER STOFF, GIFTIG, N.A.G.;4.3;WT1;II;4.3+ 6.1;274;500 ml;E0;P402 IBC01;RR4 RR8 BB1;MP15;-;-;L4DH;TU14 TE21 TM2;AT;0 (D/E);V1;-;CV23 CV28;-;362
3130;MIT WASSER REAGIERENDER FLÜSSIGER STOFF, GIFTIG, N.A.G.;4.3;WT1;III;4.3+ 6.1;274;1 L;E1;P001 IBC02 R001;-;MP15;-;-;L4DH;TU14 TE21 TM2;AT;0 (E);V1;-;CV23 CV28;-;362
3131;MIT WASSER REAGIERENDER FESTER STOFF, ÄTZEND, N.A.G.;4.3;WC2;I;4.3+8;274;0;E0;P403;-;MP2;T9;TP7 TP33;S10AN L10DH;TU4 TU14 TU22 TE21 TM2;AT;0 (B/E);V1;-;CV23;S20;X482
3131;MIT WASSER REAGIERENDER FESTER STOFF, ÄTZEND, N.A.G.;4.3;WC2;II;4.3+8;274;500 g;E2;P410 IBC06;-;MP14;T3;TP33;SGAN;-;AT;0 (D/E);V1;-;CV23;-;482
3131;MIT WASSER REAGIERENDER FESTER STOFF, ÄTZEND, N.A.G.;4.3;WC2;III;4.3+8;274;1 kg;E1;P410 IBC08 R001;B4;MP14;T1;TP33;SGAN;-;AT;0 (E);V1;-;CV23;-;482
3132;MIT WASSER REAGIERENDER FESTER STOFF, ENTZÜNDBAR, N.A.G.;4.3;WF2;I;4.3+ 4.1;274;0;E0;P403 IBC99;-;MP2;-;-;-;-;-;0 (E);V1;-;CV23;S20;-
3132;MIT WASSER REAGIERENDER FESTER STOFF, ENTZÜNDBAR, N.A.G.;4.3;WF2;II;4.3+ 4.1;274;500 g;E2;P410 IBC04;-;MP14;T3;TP33;SGAN L4DH;TU14 TE21 TM2;AT;0 (D/E);V1;-;CV23;-;423
3132;MIT WASSER REAGIERENDER FESTER STOFF, ENTZÜNDBAR, N.A.G.;4.3;WF2;III;4.3+ 4.1;274;1 kg;E1;P410 IBC06;-;MP14;T1;TP33;SGAN L4DH;TU14 TE21 TM2;AT;0 (E);V1;-;CV23;-;423
3133;MIT WASSER REAGIERENDER FESTER STOFF, ENTZÜNDEND (OXIDIEREND) WIRKEND, N.A.G.;4.3;WO;BEFÖRDERUNG VERBOTEN;BEFÖRDERUNG VERBOTEN;BEFÖRDERUNG VERBOTEN;BEFÖRDERUNG VERBOTEN;BEFÖRDERUNG VERBOTEN;BEFÖRDERUNG VERBOTEN;BEFÖRDERUNG VERBOTEN;BEFÖRDERUNG VERBOTEN;BEFÖRDERUNG VERBOTEN;BEFÖRDERUNG VERBOTEN;BEFÖRDERUNG VERBOTEN;BEFÖRDERUNG VERBOTEN;BEFÖRDERUNG VERBOTEN;BEFÖRDERUNG VERBOTEN;BEFÖRDERUNG VERBOTEN;BEFÖRDERUNG VERBOTEN;BEFÖRDERUNG VERBOTEN;BEFÖRDERUNG VERBOTEN;BEFÖRDERUNG VERBOTEN
3134;MIT WASSER REAGIERENDER FESTER STOFF, GIFTIG, N.A.G.;4.3;WT2;I;4.3+ 6.1;274;0;E0;P403;-;MP2;-;-;-;-;-;0 (E);V1;-;CV23 CV28;S20;-
3134;MIT WASSER REAGIERENDER FESTER STOFF, GIFTIG, N.A.G.;4.3;WT2;II;4.3+ 6.1;274;500 g;E2;P410 IBC05;-;MP14;T3;TP33;SGAN;-;AT;0 (D/E);V1;-;CV23 CV28;-;462
3134;MIT WASSER REAGIERENDER FESTER STOFF, GIFTIG, N.A.G.;4.3;WT2;III;4.3+ 6.1;274;1 kg;E1;P410 IBC08 R001;B4;MP14;T1;TP33;SGAN;-;AT;0 (E);V1;-;CV23 CV28;-;462
3135;MIT WASSER REAGIERENDER FESTER STOFF, SELBSTERHITZUNGSFÄHIG, N.A.G.;4.3;WS;I;4.3+ 4.2;274;0;E0;P403;-;MP2;-;-;-;-;-;1 (E);V1;-;CV23;S20;-
3135;MIT WASSER REAGIERENDER FESTER STOFF, SELBSTERHITZUNGSFÄHIG, N.A.G.;4.3;WS;II;4.3+ 4.2;274;0;E2;P410 IBC05;-;MP14;T3;TP33;SGAN L4DH;TU14 TE21 TM2;AT;2 (D/E);V1;-;CV23;-;423
3135;MIT WASSER REAGIERENDER FESTER STOFF, SELBSTERHITZUNGSFÄHIG, N.A.G.;4.3;WS;III;4.3+ 4.2;274;0;E1;P410 IBC08;B4;MP14;T1;TP33;SGAN L4DH;TU14 TE21 TM2;AT;3 (E);V1;-;CV23;-;423
3136;TRIFLUORMETHAN, TIEFGEKÜHLT, FLÜSSIG;2;3A;-;2.2;593;120 ml;E1;P203;-;MP9;T75;TP5;RxBN;TU19 TA4 TT9;AT;3 (C/E);V5;-;CV9 CV11 CV36;S20;22
3137;ENTZÜNDEND (OXIDIEREND) WIRKENDER FESTER STOFF, ENTZÜNDBAR, N.A.G.;5.1;OF;BEFÖRDERUNG VERBOTEN;BEFÖRDERUNG VERBOTEN;BEFÖRDERUNG VERBOTEN;BEFÖRDERUNG VERBOTEN;BEFÖRDERUNG VERBOTEN;BEFÖRDERUNG VERBOTEN;BEFÖRDERUNG VERBOTEN;BEFÖRDERUNG VERBOTEN;BEFÖRDERUNG VERBOTEN;BEFÖRDERUNG VERBOTEN;BEFÖRDERUNG VERBOTEN;BEFÖRDERUNG VERBOTEN;BEFÖRDERUNG VERBOTEN;BEFÖRDERUNG VERBOTEN;BEFÖRDERUNG VERBOTEN;BEFÖRDERUNG VERBOTEN;BEFÖRDERUNG VERBOTEN;BEFÖRDERUNG VERBOTEN;BEFÖRDERUNG VERBOTEN
3138;ETHYLEN, ACETYLEN UND PROPYLEN, GEMISCH, TIEFGEKÜHLT, FLÜSSIG, mit mindestens 71,5 % Ethylen, höchstens 22,5 % Acetylen und höchstens 6 % Propylen;2;3F;-;2.1;-;0;E0;P203;-;MP9;T75;TP5;RxBN;TU18 TE26 TA4 TT9;FL;2 (B/D);V5;-;CV9 CV11 CV36;S2 S17;223
3139;ENTZÜNDEND (OXIDIEREND) WIRKENDER FLÜSSIGER STOFF, N.A.G.;5.1;O1;I;5.1;274;0;E0;P502;-;MP2;-;-;-;-;-;1 (E);-;-;CV24;S20;-
3139;ENTZÜNDEND (OXIDIEREND) WIRKENDER FLÜSSIGER STOFF, N.A.G.;5.1;O1;II;5.1;274;1 L;E2;P504 IBC02;-;MP2;-;-;-;-;-;2 (E);-;-;CV24;-;-
3139;ENTZÜNDEND (OXIDIEREND) WIRKENDER FLÜSSIGER STOFF, N.A.G.;5.1;O1;III;5.1;274;5 L;E1;P504 IBC02 R001;-;MP2;-;-;-;-;-;3 (E);-;-;CV24;-;-
3140;ALKALOIDE, FLÜSSIG, N.A.G. oder ALKALOIDSALZE, FLÜSSIG, N.A.G.;6.1;T1;I;6.1;43 274;0;E5;P001;-;MP8 MP17;-;-;L10CH;TU14 TU15 TE19 TE21;AT;1 (C/E);-;-;CV1 CV13 CV28;S9 S14;66
3140;ALKALOIDE, FLÜSSIG, N.A.G. oder ALKALOIDSALZE, FLÜSSIG, N.A.G.;6.1;T1;II;6.1;43 274;100 ml;E4;P001 IBC02;-;MP15;-;-;L4BH;TU15 TE19;AT;2 (D/E);-;-;CV13 CV28;S9 S19;60
3140;ALKALOIDE, FLÜSSIG, N.A.G. oder ALKALOIDSALZE, FLÜSSIG, N.A.G.;6.1;T1;III;6.1;43 274;5 L;E1;P001 IBC03 LP01 R001;-;MP19;-;-;L4BH;TU15 TE19;AT;2 (E);V12;-;CV13 CV28;S9;60
3141;ANORGANISCHE ANTIMONVERBINDUNG, FLÜSSIG, N.A.G.;6.1;T4;III;6.1;45 274 512;5 L;E1;P001 IBC03 LP01 R001;-;MP19;-;-;L4BH;TU15 TE19;AT;2 (E);V12;-;CV13 CV28;S9;60
3142;DESINFEKTIONSMITTEL, FLÜSSIG, GIFTIG, N.A.G.;6.1;T1;I;6.1;274;0;E5;P001;-;MP8 MP17;-;-;L10CH;TU14 TU15 TE19 TE21;AT;1 (C/E);-;-;CV1 CV13 CV28;S9 S14;66
3142;DESINFEKTIONSMITTEL, FLÜSSIG, GIFTIG, N.A.G.;6.1;T1;II;6.1;274;100 ml;E4;P001 IBC02;-;MP15;-;-;L4BH;TU15 TE19;AT;2 (D/E);-;-;CV13 CV28;S9 S19;60
3142;DESINFEKTIONSMITTEL, FLÜSSIG, GIFTIG, N.A.G.;6.1;T1;III;6.1;274;5 L;E1;P001 IBC03 LP01 R001;-;MP19;-;-;L4BH;TU15 TE19;AT;2 (E);V12;-;CV13 CV28;S9;60
3143;FARBSTOFF, FEST, GIFTIG, N.A.G. oder FARBSTOFFZWISCHENPRODUKT, FEST, GIFTIG, N.A.G.;6.1;T2;I;6.1;274;0;E5;P002 IBC07;-;MP18;T6;TP33;S10AH L10CH;TU15 TE19;AT;1 (C/E);V10;-;CV1 CV13 CV28;S9 S14;66
3143;FARBSTOFF, FEST, GIFTIG, N.A.G. oder FARBSTOFFZWISCHENPRODUKT, FEST, GIFTIG, N.A.G.;6.1;T2;II;6.1;274;500 g;E4;P002 IBC08;B4;MP10;T3;TP33;SGAH L4BH;TU15 TE19;AT;2 (D/E);V11;-;CV13 CV28;S9 S19;60
3143;FARBSTOFF, FEST, GIFTIG, N.A.G. oder FARBSTOFFZWISCHENPRODUKT, FEST, GIFTIG, N.A.G.;6.1;T2;III;6.1;274;5 kg;E1;P002 IBC08 LP02 R001;B3;MP10;T1;TP33;SGAH L4BH;TU15 TE19;AT;2 (E);-;VC1 VC2 AP7;CV13 CV28;S9;60
3144;NICOTINVERBINDUNG, FLÜSSIG, N.A.G. oder NICOTINZUBEREITUNG, FLÜSSIG, N.A.G.;6.1;T1;I;6.1;43 274;0;E5;P001;-;MP8 MP17;-;-;L10CH;TU14 TU15 TE19 TE21;AT;1 (C/E);-;-;CV1 CV13 CV28;S9 S14;66
3144;NICOTINVERBINDUNG, FLÜSSIG, N.A.G. oder NICOTINZUBEREITUNG, FLÜSSIG, N.A.G.;6.1;T1;II;6.1;43 274;100 ml;E4;P001 IBC02;-;MP15;-;-;L4BH;TU15 TE19;AT;2 (D/E);-;-;CV13 CV28;S9 S19;60
3144;NICOTINVERBINDUNG, FLÜSSIG, N.A.G. oder NICOTINZUBEREITUNG, FLÜSSIG, N.A.G.;6.1;T1;III;6.1;43 274;5 L;E1;P001 IBC03 LP01 R001;-;MP19;-;-;L4BH;TU15 TE19;AT;2 (E);V12;-;CV13 CV28;S9;60
3145;ALKYLPHENOLE, FLÜSSIG, N.A.G. (einschliesslich C2-C12Homologe);8;C3;I;8;-;0;E0;P001;-;MP8 MP17;T14;TP2;L10BH;-;AT;1 (E);-;-;-;S20;88
3145;ALKYLPHENOLE, FLÜSSIG, N.A.G. (einschliesslich C2-C12Homologe);8;C3;II;8;-;1 L;E2;P001 IBC02;-;MP15;T11;TP2 TP27;L4BN;-;AT;2 (E);-;-;-;-;80
3145;ALKYLPHENOLE, FLÜSSIG, N.A.G. (einschliesslich C2-C12Homologe);8;C3;III;8;-;5 L;E1;P001 IBC03 LP01 R001;-;MP19;T7;TP1 TP28;L4BN;-;AT;3 (E);V12;-;-;-;80
3146;ORGANISCHE ZINNVERBINDUNG, FEST, N.A.G.;6.1;T3;I;6.1;43 274;0;E5;P002 IBC07;-;MP18;T6;TP33;S10AH L10CH;TU14 TU15 TE19 TE21;AT;1 (C/E);V10;-;CV1 CV13 CV28;S9 S14;66
3146;ORGANISCHE ZINNVERBINDUNG, FEST, N.A.G.;6.1;T3;II;6.1;43 274;500 g;E4;P002 IBC08;B4;MP10;T3;TP33;SGAH L4BH;TU15 TE19;AT;2 (D/E);V11;-;CV13 CV28;S9 S19;60
3146;ORGANISCHE ZINNVERBINDUNG, FEST, N.A.G.;6.1;T3;III;6.1;43 274;5 kg;E1;P002 IBC08 LP02 R001;B3;MP10;T1;TP33;SGAH L4BH;TU15 TE19;AT;2 (E);-;VC1 VC2 AP7;CV13 CV28;S9;60
3147;FARBSTOFF, FEST, ÄTZEND, N.A.G. oder FARBSTOFFZWISCHENPRODUKT, FEST,;8;C10;I;8;274;0;E0;P002 IBC07;-;MP18;T6;TP33;S10AN L10BH;-;AT;1 (E);V10;-;-;S20;88
3147;FARBSTOFF, FEST, ÄTZEND, N.A.G. oder FARBSTOFFZWISCHENPRODUKT, FEST,;8;C10;II;8;274;1 kg;E2;P002 IBC08;B4;MP10;T3;TP33;SGAN L4BN;-;AT;2 (E);V11;-;-;-;80
3147;FARBSTO FF, FEST, ÄTZEND, N.A.G. oder FARBSTOFFZWISCHENPRODUKT, FEST,;8;C10;III;8;274;5 kg;E1;P002 IBC08 LP02 R001;B3;MP10;T1;TP33;SGAV L4BN;-;AT;3 (E);-;VC1 VC2 AP7;-;-;80
3148;MIT WAS SER REAGIERENDER FLÜSSIGER STOFF, N.A.G.;4.3;W1;I;4.3;274;0;E0;P402;RR8;MP2;T13;TP2 TP7;L10DH;TU14 TE21 TM2;AT;0 (B/E);V1;-;CV23;S20;X323
3148;MIT WASSER REAGIERENDER FLÜSSIGER STOFF, N.A.G.;4.3;W1;II;4.3;274;500 ml;E2;P402 IBC01;RR8;MP15;T7;TP2 TP7;L4DH;TU14 TE21 TM2;AT;0 (D/E);V1;-;CV23;-;323
3148;MIT WASSER REAGIERENDER FLÜSSIGER STOFF, N.A.G.;4.3;W1;III;4.3;274;1 L;E1;P001 IBC02 R001;-;MP15;T7;TP2 TP7;L4DH;TU14 TE21 TM2;AT;0 (E);V1;-;CV23;-;323
3149;WASSERSTOFFPEROXID UND PERESSIGSÄURE, MISCHUNG mit Säure(n), Wasser und höchstens 5 % Peressigsäure, STABILISIERT;5.1;OC1;II;5.1+8;196 553;1 L;E2;P504 IBC02;PP10 B5;MP15;T7;TP2 TP6 TP24;L4BV(+);TU3 TC2 TE8 TE11 TT1;AT;2 (E);-;-;CV24;-;58
3150;GERÄTE, KLEIN, MIT KOHLENWASSERSTOFFGAS, mit Entnahmeeinrichtung oder KOHLENWASSERSTOFFGAS NACHFÜLLPATRONEN FÜR KLEINE GERÄTE, mit Entnahmeeinrichtung;2;6F;-;2.1;-;0;E0;P209;-;MP9;-;-;-;-;-;2 (D);-;-;CV9;S2;-
3151;POLYHALOGENIERTE BIPHENYLE, FLÜSSIG oder HALOGENIERTE MONOMETHYLDIPHENYLMETHANE, FLÜSSIG oder POLYHALOGENIERTE TERPHENYLE, FLÜSSIG;9;M2;II;9;203 305;1 L;E2;P906 IBC02;-;MP15;-;-;L4BH;TU15;AT;0 (D/E);-;VC1 VC2 AP9;CV1 CV13 CV28;S19;90
3152;POLYHALOGENIERTE BIPHENYLE, FEST oder HALOGENIERTE MONOMETHYLDIPHENYLMETHANE, FEST oder POLYHALOGENIERTE TERPHENYLE, FEST;9;M2;II;9;203 305;1 kg;E2;P906 IBC08;B4;MP10;T3;TP33;S4AH L4BH;TU15;AT;0 (D/E);V11;VC1 VC2 AP9;CV1 CV13 CV28;S19;90
3153;PERFLUOR(METHYL-VINYLETHER);2;2F;-;2.1;662;0;E0;P200;-;MP9;T50 (M);-;PxBN(M);TA4 TT9;FL;2 (B/D);-;-;CV9 CV10 CV36;S2 S20;23
3154;PERFLUOR(ETHYL-VINYLETHER);2;2F;-;2.1;662;0;E0;P200;-;MP9;(M);-;PxBN(M);TA4 TT9;FL;2 (B/D);-;-;CV9 CV10 CV36;S2 S20;23
3155;PENTACHLORPHENOL;6.1;T2;II;6.1;43;500 g;E4;P002 IBC08;B4;MP10;T3;TP33;SGAH;TU15 TE19;AT;2 (D/E);V11;-;CV13 CV28;S9 S19;60
3156;VERDICHTETES GAS, OXIDIEREND, N.A.G.;2;1O;-;2.2+ 5.1;274 655 662;0;E0;P200;-;MP9;(M);-;CxBN(M);TA4 TT9;AT;3 (E);-;-;CV9 CV10 CV36;-;25
3157;VERFLÜSSIGTES GAS, OXIDIEREND, N.A.G.;2;2O;-;2.2+ 5.1;274 662;0;E0;P200;-;MP9;(M);-;PxBN(M);TA4 TT9;AT;3 (C/E);-;-;CV9 CV10 CV36;-;25
3158;GAS, TIEFGEKÜHLT, FLÜSSIG, N.A.G.;2;3A;-;2.2;274 593;120 ml;E1;P203;-;MP9;T75;TP5;RxBN;TU19 TA4 TT9;AT;3 (C/E);V5;-;CV9 CV11 CV36;S20;22
3159;1,1,1,2-TETRAFLUORETHAN (GAS ALS KÄLTEMITTEL R 134a);2;2A;-;2.2;662;120 ml;E1;P200;-;MP9;T50 (M);-;PxBN(M);TA4 TT9;AT;3 (C/E);-;-;CV9 CV10 CV36;-;20
3160;VERFLÜSSIGTES GAS, GIFTIG, ENTZÜNDBAR, N.A.G.;2;2TF;-;2.3+ 2.1;274;0;E0;P200;-;MP9;(M);-;PxBH(M);TU6 TA4 TT9;FL;1 (B/D);-;-;CV9 CV10 CV36;S2 S14;263
3161;VERFLÜSSIGTES GAS, ENTZÜNDBAR, N.A.G.;2;2F;-;2.1;274 662;0;E0;P200;-;MP9;T50 (M);-;PxBN(M);TA4 TT9;FL;2 (B/D);-;-;CV9 CV10 CV36;S2 S20;23
3162;VERFLÜSSIGTES GAS, GIFTIG, N.A.G.;2;2T;-;2.3;274;0;E0;P200;-;MP9;(M);-;PxBH(M);TU6 TA4 TT9;AT;1 (C/D);-;-;CV9 CV10 CV36;S14;26
3163;VERFLÜSSIGTES GAS, N.A.G.;2;2A;-;2.2;274 392 662;120 ml;E1;P200;-;MP9;T50 (M);-;PxBN(M);TA4 TT9;AT;3 (C/E);-;-;CV9 CV10 CV36;-;20
3164;GEGENSTÄNDE UNTER PNEUMATISCHEM DRUCK oder GEGENSTÄNDE UNTER HYDRAULISCHEM DRUCK (mit nicht entzündbarem Gas);2;6A;-;2.2;283 371 594;120 ml;E0;P003;PP32;MP9;-;-;-;-;-;3 (E);-;-;CV9;-;-
3165;KRAFTSTOFFTANK FÜR HYDRAULISCHES AGGREGAT FÜR FLUGZEUGE (mit einer Mischung von wasserfreiem Hydrazin und Methylhydrazin) (Kraftstoff M86);3;FTC;I;3+6.1 +8;-;0;E0;P301;-;MP7;-;-;-;-;-;1 (E);-;-;CV13 CV28;S2 S19;-
